2 0.00012779958,0.00012227791,0.027733503,-0.00055759586,0.00045829132,0.0002746906 0.0001005,3.2355045e-05,0.02738643,-0.00016028769,0.0010115808,-6.388015e-05
3 0.00014248777,0.00011072699,0.028152073,-0.00054309826,0.0016258818,0.00032419193 0.0001356958,2.5685677e-05,0.027846262,-0.00019858609,0.0019791892,0.00010429871
4 7.130929e-05,0.0001542292,0.027405825,-0.00052206236,0.0012236506,0.00028464248 9.946155e-05,4.2074913e-05,0.027018223,6.654142e-05,0.0015296874,-0.00030367303
5 4.9715327e-05,0.00016489498,0.027741896,-0.00036068,0.0012946122,0.00026426627 6.2194296e-05,3.8900966e-05,0.027324948,-0.00016610409,0.0015410125,-0.0002599749
6 8.568992e-05,0.00011759416,0.02836358,-0.00055184285,0.0009915846,8.2964725e-05 0.0001123706,-4.217208e-06,0.027897405,-0.00022687206,0.0012069021,-6.759078e-05
7 -1.6171107e-05,0.00010475986,0.02822088,-0.00064467924,-0.0021256553,0.00051249674 -6.3878535e-05,1.4868431e-05,0.027824264,-0.00011168561,-0.0019845406,7.350404e-05
8 5.2447917e-06,0.00011384151,0.02930314,-0.00046324017,-0.002593203,0.00033998708 -4.8698486e-05,3.949471e-05,0.028960215,-0.00012162168,-0.0024776917,2.9247822e-05
9 -2.4276624e-05,0.00016343627,0.02860055,-0.0007104963,-0.0016651097,0.0008316433 -0.00010941438,0.000101399484,0.028161546,-0.00040811108,-0.001484768,0.00041831163
10 9.249271e-05,9.5969175e-05,0.027934669,-0.0009660887,-0.00027331448,0.0007926113 7.449148e-05,3.0421928e-05,0.027602268,-0.00049001625,-5.9746744e-05,-8.720017e-05
11 4.810908e-05,0.000113478294,0.027642183,-0.0010688966,0.00036420597,0.0008059298 6.0437774e-06,6.58844e-05,0.027201375,-0.00046920852,0.0005753062,-9.65944e-05
12 -4.091895e-05,9.1632195e-05,0.026421119,-0.0009117489,0.00029246058,0.00063572655 -0.00012170469,5.7552374e-05,0.025885152,-8.295222e-05,0.000575113,-0.00025322856
13 -0.0001310732,0.000112824164,0.026692826,-0.00097301626,-0.0011913403,0.00038745537 -0.00024644923,6.014132e-05,0.02617095,-4.4624838e-05,-0.0009874316,-0.0001810478
14 -0.00016934772,0.00014047699,0.026402224,-0.0011370153,-0.001819835,0.0007101671 -0.00023891777,7.2652685e-05,0.025827834,-0.0005513917,-0.0014814521,0.00021631188
15 -0.00018541947,0.00013942007,0.026399346,-0.0012219734,-0.002372387,0.00039891625 -0.00027207873,6.072245e-05,0.025836725,-0.001033284,-0.002037236,6.224168e-05
16 -0.0002301604,0.00013103994,0.026568694,-0.0007792686,-0.0027759261,-0.00020011528 -0.00031169964,7.203101e-05,0.026149077,-0.00066245906,-0.0021610847,-0.0002535937
17 -0.00016365427,7.347448e-05,0.026782554,-0.0011007651,-0.0030272193,-0.0005624348 -0.00025230265,6.9448874e-06,0.026358875,-0.0005889012,-0.0025834674,-0.00049733324
18 -0.00018953189,8.528719e-05,0.027249964,-0.0009841138,-0.0023421547,-0.00037102922 -0.0002678541,1.3441161e-05,0.026813645,-0.00025539298,-0.0020697773,-0.00035918143
19 -0.000100618505,7.8082834e-05,0.027129134,-0.00092198426,-0.0014503503,-4.680759e-05 -0.00017209866,-2.721056e-05,0.026609985,-0.00031692447,-0.0014542819,-0.00016354007
20 -0.00014577633,4.126385e-05,0.026331557,-0.0009159495,-0.000987836,0.0005009058 -0.00022639823,-3.7842303e-05,0.025753042,2.7894439e-05,-0.0010548044,-0.00011012978
21 -0.00017195145,1.2209431e-05,0.025526535,-0.00058179203,-4.505068e-05,0.00033513995 -0.000248052,-3.6017314e-05,0.025047965,0.00013973902,0.00011448557,-0.00020468033
22 -0.00011567827,7.534843e-05,0.025305195,-0.00045436705,6.643522e-05,0.0003487391 -0.00022027336,1.6439502e-05,0.024831895,2.8721617e-05,0.00039301196,4.390091e-05
23 -0.00016004554,0.00010731989,0.024842849,-0.0001628345,0.00050988473,9.056509e-05 -0.00027960032,3.357325e-05,0.024437198,-0.00014722074,0.0008946021,-9.662092e-05
24 -0.0001621273,0.00014020018,0.025581952,-0.0002509701,-0.00041056884,-0.0002670259 -0.00025490968,2.400135e-05,0.025115712,-0.00012412971,-0.00017050971,-0.00031036284
25 -0.00017443816,0.00011590018,0.026123121,-0.00018294054,0.00043919202,-0.00046978172 -0.00018014896,1.0777422e-05,0.025702907,-7.866246e-05,0.0006701182,-0.00021292592
26 -0.0001734354,5.0800736e-05,0.025869474,-0.00027026163,0.00024398054,-1.1579275e-05 -0.00012853497,-2.4674313e-05,0.025373839,0.00036924568,0.0003218623,0.00045944887
27 -0.00018901995,4.5046258e-05,0.02648119,-0.00014709968,-0.0012607747,-0.00018153578 -0.00017730883,-6.241155e-05,0.025902897,0.0007312534,-0.0012172193,0.0002876594
