2 0.00013734848,0.00038381014,-0.001041709,0.0004042615,-0.0007450207,0.0002876265 -0.00011122579,0.0002010576,-0.0015923096,-0.00015083003,-0.00052882987,-2.7949818e-05
3 9.862003e-05,0.0004103639,-0.0011319381,0.00041312107,-0.00073285535,0.0003338526 -0.00012398929,0.0002369351,-0.0016260281,-0.00011557804,-0.00050758454,-1.0265671e-05
4 9.512412e-05,0.0003723087,-0.0010348916,0.0004117541,-0.0008905354,0.00028767547 -0.00018066129,0.00018386374,-0.0015671831,-0.00013708735,-0.00070516946,-6.678647e-05
5 8.04489e-05,0.00035182716,-0.0010695009,0.0003924504,-0.00083712576,0.00028992488 -0.00015140229,0.00019946074,-0.0016323046,-0.0001172966,-0.0006363285,-5.0451028e-05
6 0.0001146514,0.00036051322,-0.00085043727,0.00039683768,-0.0008240857,0.00029036164 -0.00013001752,0.00018983855,-0.0013561667,-0.00012932357,-0.0006222765,-5.039246e-05
7 0.000104873005,0.00036841628,-0.00079694367,0.00039040227,-0.00084246136,0.0003588635 -8.476207e-05,0.0001851943,-0.001130147,-0.00013505589,-0.0005732218,1.3250948e-05
8 0.0001883971,0.00038246132,-0.000653067,0.0003969347,-0.0005959361,0.00030717786 3.302336e-06,0.00019710425,-0.0010905364,-0.00013666433,-0.0003611292,-2.2764877e-06
9 0.00016895078,0.000388787,-0.00086510484,0.00040980626,-0.0007449741,0.00028804716 -9.5654585e-05,0.00020107847,-0.001413947,-0.0001330216,-0.0005397623,-3.8390463e-05
10 0.00013918812,0.00034319278,-0.00093665754,0.000395538,-0.0007988297,0.00027769135 -0.00012352208,0.00016468905,-0.0014458667,-0.00015399182,-0.0006037269,-5.256321e-05
11 0.00014255033,0.00032815794,-0.0010826809,0.00039242028,-0.00076652365,0.00028290594 -0.00012214905,0.0001379449,-0.0016109498,-0.00017692373,-0.0005613817,-5.877305e-05
12 0.00013476447,0.0003097062,-0.00071199646,0.0003606927,-0.0007182081,0.00029676032 -4.905659e-05,0.00013037348,-0.001071446,-0.00016927232,-0.00048449764,-1.5099184e-05
13 0.00015736002,0.00031681408,-0.00085256406,0.00037748142,-0.00068205944,0.00028648044 -4.8651073e-05,0.00013837658,-0.0013168536,-0.00017003414,-0.00047002168,-2.3996467e-05
14 0.00015529447,0.0003341645,-0.00070875435,0.00037383416,-0.00071259396,0.00027719964 -5.2959876e-05,0.000143119,-0.0011592894,-0.00017246082,-0.000487409,-1.5063893e-05
15 0.00012259508,0.00038417926,-0.000840232,0.00040210786,-0.00087475474,0.00025212672 -0.00016716622,0.00018615402,-0.0014204523,-0.00015077418,-0.000720682,-3.4433015e-05
16 0.00010924843,0.00040432205,-0.0008685345,0.00041570025,-0.00085834495,0.00028496596 -0.00015655745,0.00021040377,-0.0014120474,-0.00013841546,-0.00067091023,-2.751983e-05
17 0.00011945294,0.00041003272,-0.0008505226,0.00042195537,-0.000886675,0.00027572532 -0.00014803527,0.00022346959,-0.0013675819,-0.00012315,-0.0007035767,-3.454008e-05
18 0.0001128655,0.00038701322,-0.00094507367,0.00042046816,-0.0008917686,0.00028080118 -0.00015588338,0.00021444641,-0.001491339,-0.00011947601,-0.00070197706,-5.4272998e-05
